id,is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,service_failure_count,download_avg,upload_avg,download_over_limit,Gender,Location
814627,1,0,4.04,21,,0,76.7,7.9,0,M,California
814635,1,1,4.04,21,0.47,0,45,7.4,0,M,California
814642,1,0,0.65,10,0,3,28.8,1.5,0,M,California
814651,1,1,4.04,18,1.88,0,95.7,8.2,0,M,California
814678,1,1,4.04,23,1.35,0,65.5,6,0,M,California
814718,1,0,4.04,12,1.02,0,77.2,6.5,0,M,California
814759,1,1,4.04,21,1.96,0,115.1,8.2,0,F,Chicago
814769,1,0,1.97,22,0,1,23.4,1.6,0,F,Chicago
814771,1,0,2.02,16,,1,50.9,2.6,0,F,Chicago
814787,1,0,0.64,11,0,0,74.6,6.4,0,F,Chicago
814843,1,0,0.64,10,0,0,31.2,1.2,0,F,Chicago
814862,1,0,0.01,2,,0,0,0,0,M,California
814925,1,0,4.03,21,0,0,81.3,10.4,0,M,California
814928,1,1,4.12,18,0,0,6.1,0.4,0,M,California
814955,1,0,0.85,11,0,0,53.5,2.6,0,M,California
814960,1,0,1.15,17,0,0,17.8,0.8,0,M,California
815008,1,1,2.16,20,,0,68.5,4,0,M,California
815039,0,0,0.37,40,,4,29.3,5.3,0,M,California
815046,1,1,4.04,21,1.89,1,148.1,40.3,0,M,California
815124,1,0,4.04,19,1.94,0,153,7.3,0,M,California
815185,1,0,1.98,22,,2,50.4,2.5,0,M,California
815192,1,1,4.03,17,1.85,0,31.1,2.1,0,M,California
815207,1,1,4.03,18,1.87,1,47.6,3.1,0,M,California
815305,1,0,4.03,19,1.87,0,143.2,6.9,0,M,New Jersey
815326,0,0,1,16,,0,20.5,2.9,0,M,New Jersey
815348,1,0,2.01,15,0,0,44.7,3.3,0,M,New Jersey
815364,1,1,4.03,12,0.55,0,68.8,5.6,0,M,New Jersey
815394,1,0,0.52,9,0,0,22.2,0.6,0,M,New Jersey
815399,1,0,0.63,11,0,0,5.2,0.2,0,F,Washington DC
815443,1,0,1.69,22,0,0,52.7,3.1,0,F,California
815452,1,1,4.03,19,1.88,0,40.6,2.5,0,F,California
815475,1,0,0.67,11,0,0,161,15.3,0,F,California
815479,1,0,0.81,12,0,0,16.3,1.4,0,F,California
815542,1,1,4.03,48,1.29,0,23.6,2,0,F,California
815553,1,0,3.39,21,0,0,72.5,5.2,0,F,California
815572,1,0,4.03,17,0.11,0,3.1,0.2,0,F,California
815585,1,1,4.03,19,1.89,1,21,0.9,0,M,New York
815625,1,0,2.3,19,0,0,59.4,1.9,0,F,California
815636,1,1,4.03,22,1.08,0,20.1,3.1,0,F,Chicago
815713,1,0,3.06,22,0,1,38.1,2.2,0,F,Chicago
815722,1,0,1.98,32,,3,81.7,4.2,0,F,Chicago
815756,0,0,0.42,40,,2,44.3,2.7,0,F,Chicago
815760,1,0,0.64,0,,0,3.8,0.4,7,F,Chicago
815770,1,1,3.86,20,0,0,107.9,5.8,0,F,Chicago
815796,0,0,0,3,,0,0,0,0,F,Chicago
815826,1,1,4.03,16,1.87,0,38.8,9.2,0,F,Chicago
815834,1,0,1.97,22,0,0,44.8,1.6,0,F,Chicago
815859,1,0,4.03,19,1.89,1,22.1,0.9,0,F,Chicago
815875,1,0,4.03,21,0.16,0,60,5.7,0,F,Chicago
815918,1,1,4.03,13,1.48,0,8.1,0.9,0,F,Chicago
815941,1,0,3.09,19,0,0,45,3.3,0,F,Chicago
815944,0,0,4.03,73,,0,197.9,13,0,F,Chicago
815966,1,1,4.03,27,1.97,0,38.5,3.2,0,F,Chicago
815982,1,1,4.03,17,1.88,0,11.3,3,0,M,California
816021,1,0,3.42,34,,0,69.7,6.5,0,M,California
816024,0,0,1.02,19,,0,23.7,1,0,F,California
816027,1,0,2.19,17,0,0,34.5,1.1,0,F,California
816031,1,1,4.03,21,,1,45.4,5.5,0,F,California
816052,1,0,1.77,20,,0,17,1.1,0,F,California
816055,1,0,4.03,21,1.96,0,131.7,8,0,F,California
816056,1,0,0.02,8,0,0,3.4,0.2,0,F,California
816136,0,0,1.09,22,,0,20.8,4.2,0,F,California
816179,1,0,1.03,15,0,0,66.5,4.5,0,F,California
816192,1,0,4.03,22,1.97,0,12.9,1,0,F,California
816207,1,0,4.03,21,1.97,0,31.3,1.4,0,F,California
816215,1,1,4.03,16,1.87,0,38.6,2.9,0,F,California
816285,1,1,4.03,17,1.87,0,30.5,1.6,0,F,California
816313,0,0,0.12,14,0,0,18.8,6.8,0,F,California
816320,1,1,4.03,17,1.9,0,31.2,5.6,0,F,California
816327,1,0,4.03,19,1.87,0,106.8,8,0,F,California
816331,1,0,0.58,0,,0,5.4,1.1,6,F,California
816332,0,0,0.67,19,,0,7.8,1.1,0,F,California
816341,1,1,4.03,15,1.89,0,30.4,2.5,0,M,Washington DC
816354,1,0,1.98,22,,0,73.2,4.6,0,F,California
816363,1,0,1.83,4,0,0,0,0,0,F,California
816383,1,0,0.09,20,0,0,28.8,1.3,0,F,California
816384,1,1,4.03,15,1.39,0,34.9,7.5,0,F,California
816414,1,0,1.36,19,0,0,14.5,0.7,0,F,California
816427,1,1,4.03,17,1.91,2,64.7,4,0,F,California
816437,1,0,4.03,23,1.91,2,25.2,2,0,F,California
816472,1,1,3.36,20,0,0,30.8,1.5,0,F,California
816497,1,0,4.03,19,1.89,0,79.1,4.6,0,F,California
816509,1,1,4.03,20,0.1,0,18.9,4.2,0,F,California
816510,1,1,4.03,21,,0,55.3,4.9,0,F,California
816519,1,1,4.03,25,0.44,1,58.5,4.3,1,F,California
816529,1,1,4.13,21,0,0,37.2,2.2,0,F,California
816569,1,1,3.95,28,,0,123.5,7.2,0,F,California
816605,1,0,4.03,17,1.92,0,45.6,6.7,0,F,California
816615,1,0,2.38,19,0,0,13.6,2,0,F,California
816645,1,0,0.89,12,0,1,72.8,10.7,0,F,California
816651,1,0,2.2,22,,0,6.4,0.5,0,F,California
816682,1,0,1.97,22,0,0,42.5,1.9,0,F,California
816711,1,1,4.03,17,1.75,0,64.5,3.6,0,F,California
816717,1,1,3.73,22,0,0,25.5,3,0,F,California
816721,1,1,4.7,16,0.96,0,24.7,1.6,0,F,California
816739,1,0,0.39,10,0,0,32,2,0,F,New York
816740,0,0,0.64,12,0,0,93.5,7.3,0,F,New York
816758,1,0,4.03,19,1.89,0,36.2,3.3,0,F,New York
816776,1,0,2.17,16,,0,29.2,2.1,0,F,New York
816835,1,0,4.57,12,0.41,1,32.5,3.8,0,F,New York
816859,1,0,4.03,15,1.89,1,110.7,8.6,0,F,New York
816889,1,1,4.03,19,1.87,1,103.3,10.6,0,F,New York
816894,1,0,1.62,22,0,0,5.5,0.3,0,F,New York
816915,1,0,1.97,22,0,0,31.4,3.7,0,F,New York
816916,1,0,0.28,7,0,0,11.8,0.7,0,F,New York
816950,1,0,0.88,12,0,0,56.6,2.1,0,M,Chicago
816975,1,1,3.08,17,0,0,84.2,3.5,0,M,Chicago
817023,0,0,1.77,32,,0,10.9,2,0,M,Chicago
817133,1,0,4.02,19,1.87,0,94.6,6.3,0,M,Chicago
817140,1,0,4.02,19,1.88,0,13.5,3.5,0,M,Chicago
817152,1,0,0.72,15,0,0,3.6,0.4,0,F,Chicago
817153,1,1,4.02,25,0,0,12,1,0,F,Chicago
817171,1,1,0.72,54,,0,35.8,15.3,0,F,Chicago
817208,1,0,4.02,19,1.84,0,39,1.7,0,F,Chicago
817214,1,0,1.03,17,0,1,46.3,15.2,0,F,Chicago
817266,1,1,4.02,17,0.03,0,31.9,1.4,0,F,Chicago
817277,1,1,4.02,20,0.05,0,83.8,4.5,0,F,Chicago
817291,1,1,4.02,19,1.89,0,32.3,1.6,0,F,Chicago
817293,0,0,0.58,9,0,0,45.6,1.7,0,F,Chicago
817303,0,0,1.33,10,,0,0,0,0,F,Chicago
817324,1,0,2.08,19,,0,47.3,2.7,0,F,Chicago
817332,1,1,4.02,18,1.88,0,65.3,2.3,0,F,Chicago
817380,0,0,0,1,,0,0,0,0,F,Chicago
817459,1,0,4.52,18,1.79,1,18.3,3.8,0,F,Chicago
817466,0,0,1.25,0,,0,0,0,0,F,Chicago
817481,1,1,3,26,,0,33.8,3.8,0,F,Chicago
817498,1,0,0.44,0,,0,15.9,1.2,1,F,Chicago
817548,1,0,2.16,10,,0,58.5,3.4,0,F,Chicago
817614,1,0,1.25,25,0,1,43,1.1,0,F,Chicago
817620,1,0,4.02,18,0.59,0,44.9,3.2,0,F,Chicago
817651,1,1,4.02,17,1.88,1,122.8,7,0,M,California
817654,1,0,4.02,19,1.91,0,39.2,1.8,0,M,California
817659,1,0,4.15,33,,0,50.6,3,0,M,California
817662,1,0,4.02,15,1.9,1,100.9,9.3,0,M,California
817682,1,1,4.02,16,1.88,0,121.9,8.4,0,F,Chicago
817742,1,0,4.02,19,1.89,0,46.8,3,0,F,California
817763,0,0,0.01,5,,0,0,0,0,F,California
817785,1,1,4.02,24,1.85,0,44.6,5.4,0,F,California
817833,0,0,1.8,32,,0,113.3,5.3,0,F,California
817884,1,1,4.02,18,1.81,0,73.8,4.4,0,F,California
817887,0,0,4.02,25,1.79,2,71.6,7.5,0,F,California
817889,1,0,3.98,22,,0,2.9,0.4,0,F,California
817897,1,0,4.02,18,1.93,0,38.9,1.8,0,F,California
817901,1,0,0.85,12,0,0,8.3,0.7,0,F,California
817913,1,0,0.82,12,0,0,6.8,28.8,0,F,California
817918,1,1,4.02,21,,0,10.8,0.7,0,F,California
817925,1,0,4.36,0,,0,0,0,0,F,California
817951,1,1,4.02,15,1.35,0,49.1,1.7,0,F,California
817978,1,1,4.02,18,1.88,0,27.1,1.8,0,F,California
817980,1,0,4.02,19,1.88,1,34.3,13.9,0,F,California
818033,1,0,1.97,24,0,0,12.6,1.2,0,F,California
818034,1,0,4.02,25,0.44,0,25.1,3,0,F,California
818074,1,1,4.02,17,1.95,0,90.8,6.4,0,F,New York
818081,1,0,1.83,12,0,0,56.1,2.6,0,F,New York
818110,1,0,2.86,17,0,0,34.7,1.6,0,F,New York
818112,0,0,1.03,17,,0,35.6,9.4,0,F,New York
818175,1,1,4.02,22,0.06,0,16.1,4,0,F,New York
818176,1,0,0.63,11,0,0,0,0,0,F,New York
818195,1,1,4.04,17,,1,47,3.8,0,F,Chicago
818291,1,1,4.02,19,,0,22.7,3,0,F,Chicago
818342,0,0,0.39,38,,0,37.4,34.2,0,F,Chicago
818374,0,0,4.02,23,0.15,0,68.6,4.1,0,F,Chicago
818453,1,0,4.02,15,1.91,0,190.5,18.2,0,F,Chicago
818461,1,0,4.02,22,,0,25.1,2,0,F,Chicago
818472,1,0,0.99,15,0,0,6.8,0.7,0,F,Chicago
818511,1,0,0.66,11,0,0,17.4,4.9,0,F,Chicago
818516,1,0,3.81,20,0,0,44.4,3.5,0,F,Chicago
818523,1,1,4.02,17,1.93,0,17.7,2.7,0,F,Chicago
818538,1,1,0.97,15,0,0,49.9,2.9,0,F,Chicago
818557,1,0,1.98,24,,0,44,1.3,0,F,New York
818619,1,0,2.01,18,,0,77.4,3.2,0,F,New York
818623,1,0,1.04,17,0,0,33.5,5.7,0,M,California
818627,1,0,1.35,52,,0,64.9,2.2,0,M,California
818686,1,0,1.02,19,,0,17.3,0.7,0,M,California
818710,1,0,4.02,21,0.8,1,97.3,4.4,0,M,California
818721,1,0,1.32,21,,0,32.7,1,0,M,California
818734,1,0,1.9,20,0,0,92,6.9,0,M,California
818751,1,0,1.98,24,,0,55.8,2,0,F,California
818767,1,1,4.13,23,,0,4.1,0.1,0,F,California
818778,1,0,0.52,0,,0,3.1,0.2,3,F,California
818800,1,0,4.02,19,1.9,0,83.2,14.4,0,F,California
818855,1,0,2.07,23,,0,75.2,3.4,0,F,California
818881,1,0,4.01,21,0.31,0,24.4,2.7,0,F,California
818892,1,1,4.01,19,1.96,0,92.3,6.9,0,F,California
818898,1,0,1.02,32,,0,16.5,1.4,2,F,California
818904,1,0,4.01,19,1.88,0,51.4,1.6,0,M,Chicago
818930,1,0,4.01,41,,0,65,3.4,0,M,Chicago
818975,0,0,0.86,15,0,0,20.9,3,0,M,Chicago
819029,0,0,1.21,21,,0,4,0.2,0,M,Chicago
819046,1,1,4.01,25,1.82,0,161.2,7.4,0,M,Chicago
819058,1,0,4.01,19,1.9,0,33,1.8,0,F,New Jersey
819075,1,0,4.01,9,1.92,0,25.7,1.9,0,F,New Jersey
819117,1,0,1.11,24,,0,5.6,0.8,0,F,New Jersey
819164,0,0,1.19,19,0,0,6.9,0.6,0,F,California
819186,1,0,1.97,24,0,0,24.2,2.4,0,F,California
819211,1,0,0.56,22,,0,11.2,2.4,0,F,California
819218,1,0,0.37,14,0,4,68.5,3.7,0,F,California
819248,0,0,0.99,16,0,0,39,3,0,F,California
819261,0,0,3.24,24,,0,118.3,8.3,0,F,California
819276,1,0,1.2,16,,0,24.3,1.2,0,F,California
819279,1,1,4.01,7,0.3,0,40.2,2,0,F,California
819301,1,0,2.94,33,,0,20.5,7.8,0,F,California
819319,1,0,0.9,15,0,0,3.4,0.8,0,F,California
819322,0,0,1.18,17,,0,23.8,1.2,0,M,Chicago
819326,1,1,4.01,34,0.15,0,122.2,68,0,M,Chicago
819332,1,1,4.01,20,,0,14,1.4,0,M,Chicago
819364,0,0,4.01,41,,0,170.2,13.5,0,M,Chicago
819377,1,1,4.01,18,,0,13.1,1.6,0,M,Chicago
819382,0,0,1.68,44,,1,62.7,17.9,0,M,Chicago
819450,1,0,1.98,24,,0,13.9,0.7,0,M,Chicago
819462,0,0,1.01,18,,0,12.6,0.7,0,M,Chicago
819477,1,1,4.01,17,1.91,0,30.9,2.1,0,M,Chicago
819496,1,1,4.01,18,0.42,1,64,2.3,0,M,Chicago
819569,1,0,4.01,21,0.28,1,110.6,6.7,0,M,Chicago
819621,1,0,0.3,15,0,0,15.2,1,0,F,Chicago
819622,1,1,3.99,19,,0,13.7,0.9,0,F,Chicago
819625,0,0,0.82,15,0,0,7.3,1.3,0,F,Chicago
819644,0,0,0.52,11,0,0,54,3.1,0,F,Chicago
819652,1,1,4.01,12,0.37,0,81.3,4.1,0,M,California
819660,0,0,2.24,28,,0,2.6,0.2,0,M,California
819666,1,0,2.68,22,0,0,38.3,1.1,0,F,California
819690,1,1,3.17,22,0,0,12.5,0.5,0,F,California
819717,1,0,2.48,14,0,0,26.6,1.9,0,F,California
819721,1,0,4.21,25,,0,58,6.5,0,F,California
819738,1,1,4.01,17,1.9,0,149.5,30.1,0,F,California
819772,1,1,4.47,19,,0,141.3,9,0,F,California
819789,1,0,4.01,20,0.87,0,41.9,5.6,0,M,Chicago
819812,1,1,4.01,19,1.75,1,106.5,8,0,M,Chicago
819843,1,1,4.01,17,1.91,2,82.2,3,0,M,Chicago
819879,1,1,4.01,8,1.43,0,98.3,9.8,0,M,Chicago
819885,1,0,4.01,22,1.25,0,78.8,6.1,0,M,Chicago
819891,1,0,2.01,21,,0,1.8,0.1,0,M,Chicago
819910,1,0,0.99,18,,1,28.5,1.2,0,M,Washington DC
819914,1,0,1.67,24,0,0,41.3,4,0,M,New Jersey
819928,0,0,0.99,18,,0,128.2,6.3,0,M,California
819936,1,1,4.01,0,,0,38,3.6,0,M,California
819992,1,1,3.96,12,0,0,42.6,3.2,0,M,California
819994,1,1,4.01,17,1.89,0,11.4,1.1,0,M,California
819996,1,1,4.01,17,1.85,1,16.7,1.4,0,M,California
820002,1,0,1,17,0,2,18.3,0.8,0,M,California
820004,0,0,0.59,21,,0,5.8,0.4,0,M,California
820009,0,0,0.22,15,0,0,63.7,5.3,0,M,California
820028,0,0,0.04,11,0,1,10,0.4,0,M,California
820050,1,1,4.01,32,1.89,0,123,10.2,0,M,California
820065,1,1,4.01,25,1.63,1,252.5,11.6,0,M,California
820068,0,0,0.6,12,0,0,75,8.7,0,M,California
820080,1,0,0.99,9,0,0,55.3,3.1,0,M,California
820145,1,0,2.29,24,,0,0,0,0,F,Chicago
820146,1,0,0.99,17,,0,23.6,1.7,0,F,Chicago
820149,1,1,4.01,15,1.21,1,57.6,1.7,0,F,Chicago
820196,1,0,4.01,21,0.41,0,46.6,3.1,0,F,Chicago
820197,1,1,4.01,15,1.5,1,85.8,10.3,4,F,Chicago
820257,1,1,4.01,17,1.91,0,46.2,4.7,0,F,Chicago
820270,1,1,4.01,18,1.83,1,107.5,8.6,0,F,Chicago
820291,1,0,0.68,13,0,0,56.5,4.4,0,F,Chicago
820315,0,0,0.61,9,0,1,10.4,0.9,0,F,Chicago
820394,1,0,2.06,26,0,0,44.4,1.8,0,F,Chicago
820399,0,0,1.1,22,,0,61.2,5.2,0,F,Chicago
820440,0,0,0.92,15,0,0,46.6,5.9,0,F,Chicago
820442,1,1,4.01,31,1.91,4,177.9,12.9,0,F,Chicago
820448,1,0,4.01,21,0.12,0,106.4,5.8,0,M,New Jersey
820449,1,0,1.77,24,0,0,12,1.8,0,F,New York
820527,1,0,1.23,19,,0,17.7,0.7,0,F,New York
820544,1,0,1.74,32,,0,87,10.7,0,F,New York
820551,0,0,0.99,18,,0,92,4.6,0,F,New York
820559,1,0,4.01,21,0.47,0,4.6,0.1,0,F,New York
820627,1,1,3.38,22,0,0,27.9,2.9,0,F,New York
820635,1,1,4.01,24,1.93,0,84.8,4.6,0,F,New York
820646,0,0,1.83,32,,0,11.5,1.5,0,F,New York
820674,0,0,1.05,7,,0,57.5,3.2,0,F,New York
820696,1,0,4.01,30,,0,71.5,5.8,0,F,New York
820697,1,0,0.95,15,0,0,43.3,2.5,0,F,New York
820743,1,0,0.01,3,0,0,0,0,0,F,New York
820750,1,0,2.12,24,,0,10.6,0.8,0,F,New York
820778,0,0,2.47,41,,0,35,1.4,0,F,New York
820828,1,1,0.07,4,,0,0.5,0,0,F,New York
820848,1,0,1.51,30,,0,16.8,1.3,0,F,New York
820855,1,0,1.18,22,,0,4.2,0.2,0,F,New York
820906,1,0,1.61,24,0,0,23.6,1.9,0,F,New York
820951,1,1,4,21,0.26,0,41.7,6.7,0,F,New York
820998,1,0,1.98,21,,0,9.8,0.4,0,F,New York
821004,1,0,0.86,14,0,1,25.4,3.1,0,F,New York
821061,1,1,2.55,22,,0,46,2.1,0,F,New York
821062,1,0,4,19,,0,34.1,4.9,0,F,New York
821073,1,1,4,25,0.07,0,4.1,0.1,0,F,New York
821112,0,0,1.01,17,,0,28.2,1.2,0,F,New York
821131,1,0,1.35,30,,1,104.9,5.3,0,F,New York
821134,1,0,3.22,16,0,0,20.4,0.9,0,F,New York
821236,0,0,1.71,22,,0,33.1,3.1,0,F,New York
821275,1,1,4,17,1.9,0,96,10.3,0,F,New York
821281,1,1,3.28,13,0,0,0,0,0,F,New York
821296,1,0,1.47,29,0,0,26.4,4.9,0,F,New York
821312,1,0,4,22,1.01,0,18.1,3.4,0,M,Chicago
821337,1,1,4.04,20,0,0,43.1,4.5,0,M,Chicago
821358,1,0,1.97,21,0,0,205.3,16,0,F,New York
821365,1,0,4,12,1.02,0,68.5,5.1,0,F,New York
821393,1,1,3.79,22,0,0,22.6,2,0,F,New York
821398,1,0,4,36,1.5,0,254,17.8,0,F,New York
821416,0,0,1.48,24,0,0,36.6,4.4,0,F,New York
821426,1,1,3.99,24,0.75,0,98.1,4.9,0,F,New York
821448,1,0,1.97,21,0,0,50.8,2.2,0,F,New York
821470,1,0,3.99,21,0.51,0,45.7,3.1,0,F,Chicago
821477,1,0,2.02,24,,0,47.9,2.5,0,F,Chicago
821498,1,1,2.46,26,,0,92,4.6,0,F,Chicago
821590,1,1,3.99,19,1.9,1,133,9.6,0,F,Chicago
821629,1,1,4.22,22,1.68,2,119,6.8,0,F,Chicago
821671,1,1,3.99,17,1.9,0,37.6,5.3,0,F,Washington DC
821678,1,1,3.99,19,1.9,0,27.7,2,0,F,Washington DC
821724,1,1,3.99,15,1.92,1,13.7,3.4,0,F,Washington DC
821725,0,0,0.79,14,0,0,47,2.6,0,F,Washington DC
821753,1,0,0.87,9,0,0,104.3,3.2,0,F,Washington DC
821785,1,0,0.6,13,0,1,64.2,3.5,0,F,Washington DC
821787,1,0,2,29,,0,25.7,2.5,0,F,Washington DC
821833,1,0,0.87,17,0,0,10.6,0.9,0,F,Washington DC
821872,1,1,3.99,20,1.97,0,100.3,7.4,0,F,Washington DC
821875,1,0,2.31,20,0,2,17.3,1.7,0,F,Washington DC
821958,1,0,1.22,23,0,0,31.7,1.3,0,F,Washington DC
821987,1,1,3.99,15,1.91,0,67.3,5.8,0,F,Washington DC
822006,1,0,3.75,35,,0,0,0,0,F,Washington DC
822065,1,1,3.99,20,1.95,1,12.8,0.5,0,F,Washington DC
822076,1,1,3.99,37,0.53,0,118.5,17.5,0,F,Washington DC
822081,1,0,2.92,20,0,0,15.4,2,0,F,Washington DC
822104,1,0,1.97,25,0,0,5.8,0.3,0,F,Washington DC
822204,1,1,3.99,28,0.11,0,314,47.1,0,F,Washington DC
822229,1,1,3.99,16,1.97,2,24.2,2,0,F,Washington DC
822230,1,0,0.05,7,0,0,0,0,0,F,Washington DC
822234,1,1,3.99,50,0.18,1,103.8,3.7,0,F,Washington DC
822236,1,0,1.98,51,,0,0,0,0,F,Washington DC
822335,1,0,2.61,32,,0,9.9,0.5,0,F,Washington DC
822361,1,0,3.99,21,0.34,0,23.5,1.2,0,F,Washington DC
822376,1,1,3.99,18,1.88,2,119.8,6.3,0,F,Washington DC
822388,1,0,1.98,29,,0,85.2,8.3,0,F,Washington DC
822391,1,1,3.99,19,1.92,0,28.4,3.3,0,F,Washington DC
822392,1,1,3.99,10,1.16,0,39.3,2.2,0,F,Washington DC
822398,1,1,3.99,18,1.95,0,32.8,1.3,0,F,Washington DC
822409,0,0,0.98,18,0,0,19.1,1.2,0,M,California
822425,1,1,3.96,20,,0,13.5,0.6,0,M,California
822431,1,1,3.99,15,1.9,0,4.2,0.2,0,M,California
822477,1,0,3.99,12,0.95,3,63.5,4.4,0,M,California
822488,0,0,4.17,20,,0,21.4,1.4,0,M,California
822491,1,0,0.95,18,0,0,9.4,0.9,0,M,California
822496,1,0,1.88,22,0,0,45.4,3.9,0,M,California
822510,0,0,0.77,23,,0,46.4,3,0,M,California
822522,1,0,1.23,27,,0,8.4,0.4,0,M,California
822562,1,1,3.99,23,0.87,0,21.9,4.2,0,M,California
822569,1,0,1.22,9,0,0,9,0.3,0,M,California
822664,1,1,3.99,17,1.92,0,33.7,2,0,M,California
822686,1,0,1.36,29,0,2,37.6,2.4,0,M,California
822688,1,0,1.98,29,,0,41.1,2,0,M,California
822745,1,0,0.63,22,,0,24.7,0.8,1,M,California
822758,1,1,3.99,38,1.93,0,220.7,33.2,0,M,California
822800,1,1,3.46,15,0,1,15.4,0.9,0,M,California
822805,0,0,1.21,8,,0,0,0,0,M,California
822807,1,1,3.99,17,1.9,0,74.3,7.5,0,M,New York
822819,1,1,3.99,20,1.95,1,13.7,4.7,0,M,New York
822825,1,1,3.99,17,1.91,0,10,1.1,0,M,New York
822846,1,1,2.36,20,0,0,8.8,0.3,0,M,New York
822858,1,0,2.76,22,0,0,72.4,9.6,0,F,New York
822975,1,0,3.99,21,0.34,0,33.1,7.6,0,F,New York
822981,1,0,1.98,29,,0,7.8,0.3,0,F,New York
822983,1,0,0.05,15,0,0,14.7,1.4,0,F,New York
823032,1,1,3.99,24,1.91,0,166.2,5.3,0,F,New York
823070,0,0,4.06,22,0,1,59.2,2,0,F,New York
823117,1,0,0.96,16,0,0,14,1.3,0,F,New York
823120,1,1,3.99,15,1.91,4,19,1.4,0,F,New York
823127,1,0,0.7,14,0,0,52.6,4.1,0,F,New York
823149,0,0,3.99,163,,0,295.4,58.4,0,F,New York
823170,1,0,3.97,20,,0,18,2.8,0,F,New York
823240,1,0,1.5,10,0,0,0,0,0,F,New York
823284,1,1,3.99,18,,0,122.6,8.8,0,F,New York
823354,1,1,3.99,17,1.93,0,66.8,3.8,0,F,New York
823374,1,0,1.76,30,0,0,54.3,2.6,0,F,New York
823411,1,1,1.21,7,0,0,17,1,0,M,New Jersey
823442,1,0,0.31,18,,0,5.2,1,0,F,Chicago
823456,1,1,3.99,17,1.86,4,180.9,10.4,0,F,Chicago
823458,1,0,1.21,22,,0,6.9,0.3,0,F,Chicago
823476,1,1,3.99,89,1.26,1,233.3,16.9,0,F,Chicago
823490,1,0,1.99,29,,0,12.4,0.6,0,F,Chicago
823545,1,0,1.96,29,0,0,67.2,3.7,0,F,Chicago
823547,1,0,3.99,19,1.91,1,47.2,5.6,0,M,New York
823598,1,0,2.34,21,0,6,63.1,14.4,0,M,New York
823616,0,0,0.67,64,,0,87.9,15.5,0,M,New York
823638,1,1,3.99,16,0.83,0,13.2,1,0,M,New Jersey
823700,1,1,3.99,18,1.91,0,75.7,5.4,0,M,New Jersey
823702,1,1,3.99,22,1.97,0,75.4,4.9,0,M,New Jersey
823740,0,0,0.98,18,0,0,120.8,9.2,0,M,New Jersey
823752,1,0,3.99,18,1.95,0,421.5,43,0,M,New Jersey
823790,1,0,0.41,12,0,0,23.4,1.5,0,F,New York
823808,1,0,0.99,21,0,0,28.2,2.6,0,F,New York
823831,1,0,3.98,22,0.07,0,7.3,0.5,0,F,New York
823843,1,1,1.6,29,0,1,15.3,0.9,0,F,New York
823847,1,0,3.98,20,,0,223.9,6.2,0,F,New York
823906,1,0,0.85,9,0,1,31.2,0.9,0,F,New York
823921,1,1,3.98,15,1.95,0,41.9,1.2,0,F,New York
823922,1,0,3.98,19,1.91,0,80.5,4.7,0,F,California
823997,1,1,4.74,12,1.79,0,30.8,3.9,0,F,California
824042,1,1,3.98,24,1.92,0,67.3,4.5,0,F,Washington DC
824117,1,0,1.91,12,,1,19,2,0,M,New York
824138,1,0,0.53,21,,0,6.6,0.4,0,M,Chicago
824150,1,1,2.58,36,0,0,144.9,4,0,F,Chicago
824155,1,1,3.98,28,1.93,0,105.9,4.4,0,F,Chicago
824156,1,0,0.55,13,0,0,17.3,5.1,0,F,Chicago
824157,1,1,3.98,17,1.92,0,86.9,4.9,0,F,Chicago
824169,1,0,3.98,22,0.01,0,26.8,1.5,0,F,Chicago
824213,1,0,1.47,27,0,0,94,8.2,0,F,Chicago
824248,1,0,3.98,22,0.05,0,136.5,10.3,0,M,California
824255,1,0,1.98,24,,0,27.7,3,0,M,California
824262,1,1,3.98,18,,0,50.9,3.6,0,M,California
824278,0,0,0.7,13,0,0,26.4,1.5,0,M,Chicago
824292,1,0,2.52,34,,0,158.5,97.5,0,M,Chicago
824293,1,1,3.98,17,1.92,1,115.8,4.7,0,M,Chicago
824295,1,1,3.98,17,1.94,0,14,0.8,0,M,Chicago
824314,1,0,2.96,13,,0,0,0,0,M,Chicago
824318,1,0,4.38,16,,0,23.1,2.5,0,F,New Jersey
824321,1,1,3.98,12,0.36,0,116.7,2.8,0,F,New Jersey
824474,1,1,3.98,15,1.39,2,99.6,3.1,0,F,New Jersey
824475,1,0,0.31,11,0,2,25.8,0.7,0,F,New Jersey
824479,1,0,0.22,13,0,0,14.9,0.8,0,F,New Jersey
824514,1,1,3.98,20,0.34,0,164.1,13.4,0,F,New Jersey
824531,0,0,0.77,14,0,0,43.1,11.8,0,F,New Jersey
824601,0,0,0,0,,0,0,0,0,F,California
824605,0,0,1.6,27,,0,23,11.7,0,F,California
824649,1,0,1.98,29,,0,32.9,4.7,0,F,New York
824665,1,1,3.92,20,0,0,19.9,1.3,0,F,New York
824670,1,1,2.98,20,0,0,139.1,10.7,0,F,New York
824674,0,0,1.2,8,,0,13.4,1,0,F,Chicago
824706,1,1,3.98,20,1.95,0,65.9,2.9,0,F,Chicago
824722,0,0,1.2,8,,0,0,0,0,F,Chicago
824724,1,0,0.73,16,0,1,33.6,8.5,0,F,Chicago
824757,1,1,3.98,17,1.73,0,14.6,1.2,0,F,Chicago
